Plot,Time,Feeder Y/N,Direction,Transect,Meter,Invasive,Veg Type,Species,Height,Browse,Browse percentage,Bite count,Total stems,Family,,Notes
P3,2018,Y,E,3,44,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,E,3,45,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,E,3,46,Native,Vine,Poison Ivy,10,,,,,Anacardiaceae,,
P3,2018,Y,E,3,47,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,E,3,48,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,E,3,49,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,E,3,50,Native,Vine,Poison Ivy,12,,,,,Anacardiaceae,,
P3,2018,Y,E,3,50,Native,Vine,Blackberry,45,,,,,Rosaceae,,
P3,2018,Y,E,3,50,Native,Tree,Green Ash,125,,,,,Oleaceae,,
P3,2018,Y,E,3,50,Native,Shrub,American Beautyberry,55,,,,,Lamiaceae,,
P3,2018,Y,E,3,50,Native,Vine,Muscadine,50,,,,,Vitaceae,,
P3,2018,Y,E,3,50,Native,Vine,Blackberry,30,,,,,Rosaceae,,
P3,2018,Y,E,3,50,Native,Vine,Smilax,15,,,,,Smilacaceae,,
P3,2018,Y,N,1,1,Native,Vine,Poison Ivy,8,,,,,Anacardiaceae,,
P3,2018,Y,N,1,2,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,Y,N,1,3,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,Y,N,1,4,Native,Grass,Sedge,10,,,,,Cyperaceae,,
P3,2018,Y,N,1,5,Native,Vine,Muscadine,45,,,,,Vitaceae,,
P3,2018,Y,N,1,5,Invasive,Grass,Crabgrass,2,,,,,Poaceae,,
P3,2018,Y,N,1,6,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,Y,N,1,7,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,Y,N,1,8,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,N,1,9,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,N,1,10,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,N,1,11,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,Y,N,1,12,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,N,1,13,Native,Vine,Muscadine,10,,,,,Vitaceae,,
P3,2018,Y,N,1,14,Native,Vine,Muscadine,10,,,,,Vitaceae,,
P3,2018,Y,N,1,15,Native,Vine,Muscadine,15,,,,,Vitaceae,,
P3,2018,Y,N,1,16,Native,Vine,Muscadine,20,,,,,Vitaceae,,
P3,2018,Y,N,1,17,Native,Vine,Muscadine,40,,,,,Vitaceae,,
P3,2018,Y,N,1,17,Native,Tree,Green Ash,80,,,,,Oleaceae,,
P3,2018,Y,N,1,18,Native,Grass,Sedge,15,,,,,Cyperaceae,,
P3,2018,Y,N,1,18,Native,Vine,Muscadine,25,,,,,Vitaceae,,
P3,2018,Y,N,1,19,Native,Tree,Green Ash,28,,,,,Oleaceae,,
P3,2018,Y,N,1,19,Native,Vine,Muscadine,30,,,,,Vitaceae,,
P3,2018,Y,N,1,20,Native,Vine,Muscadine,22,,,,,Vitaceae,,
P3,2018,Y,N,1,21,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,N,1,22,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,N,1,23,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,Y,N,1,24,Native,Shrub,American Beautyberry,20,,,,,Lamiaceae,,
P3,2018,Y,N,1,25,Native,Vine,Muscadine,25,,,,,Vitaceae,,
P3,2018,Y,N,1,25,Native,Vine,Blackberry,55,,,,,Rosaceae,,
P3,2018,Y,N,1,25,Native,Shrub,American Beautyberry,35,,,,,Lamiaceae,,
P3,2018,Y,N,1,26,Native,Shrub,American Beautyberry,65,,,,,Lamiaceae,,
P3,2018,Y,N,1,27,Native,Vine,Blackberry,28,,,,,Rosaceae,,
P3,2018,Y,N,1,28,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,N,1,29,Native,Vine,Muscadine,32,,,,,Vitaceae,,
P3,2018,Y,N,1,30,Native,Tree,Sweetgum,150,,,,,Hammamelidaceae,,
P3,2018,Y,N,1,31,Native,Vine,Muscadine,20,,,,,Vitaceae,,
P3,2018,Y,N,1,31,Native,Tree,Sweetgum,75,,,,,Hammamelidaceae,,
P3,2018,Y,N,1,32,Native,Vine,Muscadine,30,,,,,Vitaceae,,
P3,2018,Y,N,1,33,Native,Tree,Sweetgum,125,,,,,Hammamelidaceae,,
P3,2018,Y,N,1,34,Native,Tree,Loblolly Pine,15,,,,,Pinaceae,,
P3,2018,Y,N,1,35,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,N,1,36,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,N,1,37,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,Y,N,1,38,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,Y,N,1,39,Native,Vine,Virginia Creeper,5,,,,,Vitaceae,,
P3,2018,Y,N,1,40,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,Y,N,1,41,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,Y,N,1,42,Native,Vine,Poison Ivy,5,,,,,Anacardiaceae,,
P3,2018,Y,N,1,42,Native,Vine,Muscadine,15,,,,,Vitaceae,,
P3,2018,Y,N,1,43,Invasive,Vine,Japanese Honeysuckle,18,,,,,Caprifoliaceae,,
P3,2018,Y,N,1,43,Native,Vine,Muscadine,20,,,,,Vitaceae,,
P3,2018,Y,N,1,44,Native,Vine,Muscadine,15,,,,,Vitaceae,,
P3,2018,Y,N,1,45,Native,Tree,Sweetgum,20,,,,,Hammamelidaceae,,
P3,2018,Y,N,1,45,Native,Vine,Muscadine,25,,,,,Vitaceae,,
P3,2018,Y,N,1,46,Native,Vine,Muscadine,35,,,,,Vitaceae,,
P3,2018,Y,N,1,47,Native,Tree,Sweetgum,150,,,,,Hammamelidaceae,,
P3,2018,Y,N,1,47,Native,Vine,Muscadine,55,,,,,Vitaceae,,
P3,2018,Y,N,1,48,Native,Vine,Blackberry,75,,,,,Rosaceae,,
P3,2018,Y,N,1,48,Native,Vine,Muscadine,45,,,,,Vitaceae,,
P3,2018,Y,N,1,49,Native,Tree,Sweetgum,150,,,,,Hammamelidaceae,,
P3,2018,Y,N,1,49,Native,Vine,Muscadine,50,,,,,Vitaceae,,
P3,2018,Y,N,1,50,Native,Vine,Muscadine,85,,,,,Vitaceae,,
P3,2018,Y,W,4,1,Native,Vine,Muscadine,15,,,,,Vitaceae,,
P3,2018,Y,W,4,2,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,3,Native,Vine,Peppervine,20,,,,,Vitaceae,,
P3,2018,Y,W,4,3,Native,Vine,Muscadine,20,,,,,Vitaceae,,
P3,2018,Y,W,4,4,Native,Vine,Blackberry,70,,,,,Rosaceae,,
P3,2018,Y,W,4,4,Native,Vine,Muscadine,20,,,,,Vitaceae,,
P3,2018,Y,W,4,5,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,6,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,7,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,8,Native,Tree,Elm,10,,,,,Ulmaceae,,
P3,2018,Y,W,4,9,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,10,Native,Vine,Poison Ivy,20,,,,,Anacardiaceae,,
P3,2018,Y,W,4,11,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,12,Native,Tree,Sweetgum,70,,,,,Hammamelidaceae,,
P3,2018,Y,W,4,13,Native,Vine,Blackberry,35,,,,,Rosaceae,,
P3,2018,Y,W,4,14,Native,Vine,Blackberry,30,,,,,Rosaceae,,
P3,2018,Y,W,4,14,Native,Vine,Virginia Creeper,10,,,,,Vitaceae,,
P3,2018,Y,W,4,15,Native,Vine,Blackberry,15,,,,,Rosaceae,,
P3,2018,Y,W,4,16,Native,Tree,Elm,5,,,,,Ulmaceae,,
P3,2018,Y,W,4,17,Native,Grass,Sedge,10,,,,,Cyperaceae,,
P3,2018,Y,W,4,18,Native,Vine,Peppervine,30,,,,,Vitaceae,,
P3,2018,Y,W,4,18,Native,Vine,Virginia Creeper,20,,,,,Vitaceae,,
P3,2018,Y,W,4,18,Native,Tree,Green Ash,50,,,,,Oleaceae,,
P3,2018,Y,W,4,19,Native,Vine,Peppervine,60,,,,,Vitaceae,,
P3,2018,Y,W,4,19,Native,Shrub,American Beautyberry,50,,,,,Lamiaceae,,
P3,2018,Y,W,4,20,Native,Shrub,American Beautyberry,35,,,,,Lamiaceae,,
P3,2018,Y,W,4,21,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,22,Native,Tree,Sweetgum,110,,,,,Hammamelidaceae,,
P3,2018,Y,W,4,23,Native,Tree,Sweetgum,130,,,,,Hammamelidaceae,,
P3,2018,Y,W,4,24,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,25,Native,Shrub,American Beautyberry,130,,,,,Lamiaceae,,
P3,2018,Y,W,4,26,Native,Vine,Muscadine,30,,,,,Vitaceae,,
P3,2018,Y,W,4,27,Native,Vine,Muscadine,40,,,,,Vitaceae,,
P3,2018,Y,W,4,28,Native,Vine,Muscadine,130,,,,,Vitaceae,,
P3,2018,Y,W,4,29,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,30,Native,Vine,Muscadine,30,,,,,Vitaceae,,
P3,2018,Y,W,4,31,Native,Vine,Muscadine,50,,,,,Vitaceae,,
P3,2018,Y,W,4,32,Native,Vine,Muscadine,20,,,,,Vitaceae,,
P3,2018,Y,W,4,33,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,34,Native,Tree,Elm,35,,,,,Ulmaceae,,
P3,2018,Y,W,4,35,Native,Tree,Sweetgum,25,,,,,Hammamelidaceae,,
P3,2018,Y,W,4,36,Native,Tree,Sweetgum,110,,,,,Hammamelidaceae,,
P3,2018,Y,W,4,36,Native,Vine,Muscadine,140,,,,,Vitaceae,,
P3,2018,Y,W,4,37,Invasive,Vine,Japanese Honeysuckle,5,,,,,Caprifoliaceae,,
P3,2018,Y,W,4,38,Native,Tree,Green Ash,70,,,,,Oleaceae,,
P3,2018,Y,W,4,38,Native,Vine,Muscadine,10,,,,,Vitaceae,,
P3,2018,Y,W,4,39,Invasive,Vine,Japanese Honeysuckle,25,,,,,Caprifoliaceae,,
P3,2018,Y,W,4,39,Native,Vine,Muscadine,20,,,,,Vitaceae,,
P3,2018,Y,W,4,40,Native,Tree,Sweetgum,30,,,,,Hammamelidaceae,,
P3,2018,Y,W,4,41,Native,Tree,Sweetgum,70,,,,,Hammamelidaceae,,
P3,2018,Y,W,4,42,Native,Tree,Sweetgum,65,,,,,Hammamelidaceae,,
P3,2018,Y,W,4,42,Native,Vine,Muscadine,20,,,,,Vitaceae,,
P3,2018,Y,W,4,43,Native,Tree,Sweetgum,55,,,,,Hammamelidaceae,,
P3,2018,Y,W,4,44,Native,Shrub,American Beautyberry,50,,,,,Lamiaceae,,
P3,2018,Y,W,4,45,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,46,Invasive,Vine,Japanese Honeysuckle,25,,,,,Caprifoliaceae,,
P3,2018,Y,W,4,47,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,48,Native,Tree,Green Ash,20,,,,,Oleaceae,,
P3,2018,Y,W,4,49,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,Y,W,4,50,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,1,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,2,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,3,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,4,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,5,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,6,Native,Tree,Sweetgum,150,,,,,Hammamelidaceae,,
P3,2018,N,E,3,7,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,8,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,9,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,10,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,11,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,12,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,13,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,14,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,15,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,16,Native,Vine,Poison Ivy,10,,,,,Anacardiaceae,,
P3,2018,N,E,3,16,Native,Tree,White Elm,120,,,,,Ulmaceae,,
P3,2018,N,E,3,17,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,18,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,19,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,20,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,21,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,22,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,23,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,24,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,25,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,26,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,E,3,27,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,28,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,29,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,30,Native,Tree,Sweetgum,150,,,,,Hammamelidaceae,,
P3,2018,N,E,3,31,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,32,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,33,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,34,Native,Vine,Alabama Supplejack,10,,,,,Rhamnaceae,,
P3,2018,N,E,3,35,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,36,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,37,Native,Vine,Poison Ivy,10,,,,,Anacardiaceae,,
P3,2018,N,E,3,38,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,E,3,39,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,40,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,41,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,42,Invasive,Vine,Japanese Honeysuckle,22,,,,,Caprifoliaceae,,
P3,2018,N,E,3,43,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,44,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,45,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,46,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,47,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,48,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,49,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,E,3,50,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,1,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,2,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,3,Native,Grass,Sedge,15,,,,,Cyperaceae,,
P3,2018,N,S,2,4,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,S,2,5,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,6,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,7,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,8,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,9,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,10,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,11,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,12,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,13,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,14,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,15,Native,Vine,Yellow Jessamine,20,,,,,Gelsemiaceae,,
P3,2018,N,S,2,16,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,S,2,17,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,18,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,19,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,20,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,21,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,22,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,S,2,23,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,24,Native,Vine,Virginia Creeper,20,,,,,Vitaceae,,
P3,2018,N,S,2,24,Native,Vine,Muscadine,10,,,,,Vitaceae,,
P3,2018,N,S,2,25,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,26,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,27,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,28,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,29,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,30,Native,Tree,White Elm,100,,,,,Ulmaceae,,
P3,2018,N,S,2,31,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,S,2,32,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,33,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,34,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,35,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,36,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,37,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,38,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,39,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,40,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,41,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,42,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,43,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,S,2,44,Invasive,Vine,Japanese Honeysuckle,10,,,,,Caprifoliaceae,,
P3,2018,N,S,2,45,Invasive,Vine,Japanese Honeysuckle,5,,,,,Caprifoliaceae,,
P3,2018,N,S,2,46,Native,Tree,Sweetgum,50,,,,,Hammamelidaceae,,
P3,2018,N,S,2,47,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,S,2,48,Invasive,Vine,Japanese Honeysuckle,5,,,,,Caprifoliaceae,,
P3,2018,N,S,2,49,Native,Tree,Sweetgum,25,,,,,Hammamelidaceae,,
P3,2018,N,S,2,50,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,1,Native,Tree,Sweetgum,130,,,,,Hammamelidaceae,,
P3,2018,N,W,4,2,Native,Tree,Green Ash,40,,,,,Oleaceae,,
P3,2018,N,W,4,3,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,4,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,5,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,6,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,7,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,8,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,9,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,10,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,11,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,12,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,13,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,14,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,15,Native,Tree,Sweetgum,50,,,,,Hammamelidaceae,,
P3,2018,N,W,4,16,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,17,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,18,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,19,Native,Tree,Green Ash,25,,,,,Oleaceae,,
P3,2018,N,W,4,20,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,21,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,22,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,23,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,24,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,25,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,26,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,27,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,28,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,29,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,30,Native,Vine,Poison Ivy,150,,,,,Anacardiaceae,,
P3,2018,N,W,4,31,Native,Shrub,American Beautyberry,130,,,,,Lamiaceae,,
P3,2018,N,W,4,32,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,33,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,34,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,35,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,36,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,37,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,38,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,39,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,40,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,41,Native,Tree,Sweetgum,40,,,,,Hammamelidaceae,,
P3,2018,N,W,4,42,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,43,Native,Tree,Sweetgum,140,,,,,Hammamelidaceae,,
P3,2018,N,W,4,44,Native,Tree,Sweetgum,10,,,,,Hammamelidaceae,,
P3,2018,N,W,4,45,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,46,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,47,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,48,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,W,4,49,Native,Tree,Elm,10,,,,,Ulmaceae,,
P3,2018,N,W,4,50,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,1,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,2,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,3,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,4,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,5,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,6,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,7,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,8,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,9,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,N,1,10,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,N,1,11,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,N,1,12,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,13,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,14,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,15,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,16,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,17,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,N,1,18,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,N,1,19,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,N,1,20,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,21,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,22,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,23,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
P3,2018,N,N,1,24,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,25,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,26,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,27,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,28,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,29,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,30,Native,Tree,Sweetgum,150,,,,,Hammamelidaceae,,
P3,2018,N,N,1,31,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,32,Native,Tree,Sweetgum,25,,,,,Hammamelidaceae,,
P3,2018,N,N,1,33,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,34,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,35,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,36,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,37,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2018,N,N,1,38,na,Bare Ground,Coarse Woody Debris,0,,,,,inanimate,,
