Plot,Time,Treatment,Direction,Meter,Invasive,Veg Type,Species,Height,Browsed,NOTES
GW4,5,NF,120,30,na,na,bare ground,-,,
GW4,5,NF,120,31,na,na,bare ground,-,,
GW4,5,NF,120,32,na,na,litter,-,,
GW4,5,NF,120,33,na,na,litter,-,,
GW4,5,NF,120,34,na,na,litter,-,,
GW4,5,NF,120,35,Native,Tree/Shrub,american elm,60,,
GW4,5,NF,120,36,na,na,litter,-,,
GW4,5,NF,120,37,Native,Grass,river oats,50,,
GW4,5,NF,120,38,Native,Vine,smilax,30,,
GW4,5,NF,120,38,Native,Grass,river oats,50,,
GW4,5,NF,120,39,Native,Vine,smilax,40,,
GW4,5,NF,120,40,na,na,litter,-,,
GW4,5,NF,120,41,Native,Vine,smilax,30,,
GW4,5,NF,120,42,na,na,coarse woody debris,-,,
GW4,5,NF,120,43,na,na,litter,-,,
GW4,5,NF,120,44,na,na,litter,-,,
GW4,5,NF,120,45,na,na,bare ground,-,,
GW4,5,NF,120,46,na,na,bare ground,-,,
GW4,5,NF,120,47,na,na,bare ground,-,,
GW4,5,NF,120,48,na,na,bare ground,-,,
GW4,5,NF,120,49,Native,Grass,switchcane,40,,
GW4,5,NF,120,50,Native,Vine,poison ivy,20,,
GW4,5,NF,150,1,na,na,bare ground,-,,
GW4,5,NF,150,2,na,na,bare ground,-,,
GW4,5,NF,150,3,na,na,bare ground,-,,
GW4,5,NF,150,4,na,na,litter,-,,
GW4,5,NF,150,5,na,na,litter,-,,
GW4,5,NF,150,6,Native,forb,northern bugleweed,5,,
GW4,5,NF,150,7,na,na,litter,-,,
GW4,5,NF,150,8,na,na,bare ground,-,,
GW4,5,NF,150,9,na,na,bare ground,-,,
GW4,5,NF,150,10,na,na,bare ground,-,,
GW4,5,NF,150,11,na,na,bare ground,-,,
GW4,5,NF,150,12,na,na,bare ground,-,,
GW4,5,NF,150,13,na,na,bare ground,-,,
GW4,5,NF,150,14,na,na,bare ground,-,,
GW4,5,NF,150,15,na,na,bare ground,-,,
GW4,5,NF,150,16,na,na,bare ground,-,,
GW4,5,NF,150,17,na,na,bare ground,-,,
GW4,5,NF,150,18,na,na,bare ground,-,,
GW4,5,NF,150,19,na,na,bare ground,-,,
GW4,5,NF,150,20,na,na,litter,-,,
GW4,5,NF,150,21,na,na,bare ground,-,,
GW4,5,NF,150,22,Native,forb,lizard's tail,20,,
GW4,5,NF,150,23,na,na,bare ground,-,,
GW4,5,NF,150,24,na,na,bare ground,-,,
GW4,5,NF,150,25,na,na,bare ground,-,,
GW4,5,NF,150,26,na,na,bare ground,-,,
GW4,5,NF,150,27,na,na,bare ground,-,,
GW4,5,NF,150,28,Native,forb,lizard's tail,5,,
GW4,5,NF,150,29,na,na,litter,-,,
GW4,5,NF,150,30,na,na,litter,-,,
GW4,5,NF,150,31,Native,Grass,sedge,20,,
GW4,5,NF,150,32,na,na,litter,-,,
GW4,5,NF,150,33,Native,Vine,smilax,40,,
GW4,5,NF,150,34,Native,Vine,smilax,50,,
GW4,5,NF,150,35,Native,Tree/Shrub,possumhaw,150,,
GW4,5,NF,150,36,na,na,litter,-,,
GW4,5,NF,150,37,Native,Vine,smilax,50,,
GW4,5,NF,150,38,na,na,litter,-,,
GW4,5,NF,150,39,na,na,litter,-,,
GW4,5,NF,150,40,Native,Vine,smilax,30,,
GW4,5,NF,150,41,Native,Vine,poison ivy,20,,
GW4,5,NF,150,42,Native,Tree,water oak,150,,
GW4,5,NF,150,43,na,na,litter,-,,
GW4,5,NF,150,44,Native,Tree,muscle wood,100,,
GW4,5,NF,150,44,Native,Vine,trumpet creeper,20,,
GW4,5,NF,150,45,Native,Vine,poison ivy,10,,
GW4,5,NF,150,46,na,na,litter,-,,
GW4,5,NF,150,47,na,na,coarse woody debris,-,,
GW4,5,NF,150,48,Invasive,Vine,japanese honeysuckle,100,,
GW4,5,NF,150,49,na,na,coarse woody debris,-,,
GW4,5,NF,150,50,na,na,litter,-,,
GW7,5,NF,240,1,Native,Grass,sedge,15,,
GW7,5,NF,240,2,Native,Vine,yellow jessamine,20,,
GW7,5,NF,240,2,Native,Vine,trumpet creeper,20,,
GW7,5,NF,240,3,Native,Grass,rush,20,,
GW7,5,NF,240,4,Native,Vine,buckwheat vine,25,,
GW7,5,NF,240,5,Native,Grass,sedge,20,,
GW7,5,NF,240,6,Native,Grass,river oats,60,,
GW7,5,NF,240,7,Native,Grass,river oats,60,,
GW7,5,NF,240,7,Native,Tree,winged elm ,100,,
GW7,5,NF,240,8,Native,Tree,water oak,150,,
GW7,5,NF,240,9,na,na,bare ground,-,,
GW7,5,NF,240,10,na,na,bare ground,-,,
GW7,5,NF,240,11,na,na,bare ground,-,,
GW7,5,NF,240,12,na,na,bare ground,-,,
GW7,5,NF,240,13,na,na,bare ground,-,,
GW7,5,NF,240,14,na,na,bare ground,-,,
GW7,5,NF,240,15,na,na,bare ground,-,,
GW7,5,NF,240,16,na,na,coarse woody debris,-,,
GW7,5,NF,240,17,na,na,bare ground,-,,
GW7,5,NF,240,18,na,na,bare ground,-,,
GW7,5,NF,240,19,na,na,bare ground,-,,
GW7,5,NF,240,20,na,na,bare ground,-,,
GW7,5,NF,240,21,Native,Vine,poison ivy,5,,
GW7,5,NF,240,22,na,na,bare ground,-,,
GW7,5,NF,240,23,Native,Vine,poison ivy,20,,
GW7,5,NF,240,24,na,na,bare ground,-,,
GW7,5,NF,240,25,Native,Vine,poison ivy,5,,
GW7,5,NF,240,26,na,na,bare ground,-,,
GW7,5,NF,240,27,na,na,bare ground,-,,
GW7,5,NF,240,28,Native,Grass,white grass,10,,
GW7,5,NF,240,29,na,na,bare ground,-,,
GW7,5,NF,240,30,Native,Vine,poison ivy,10,,
GW7,5,NF,240,31,na,na,bare ground,-,,
GW7,5,NF,240,32,Native,Vine,poison ivy,22,,
GW7,5,NF,240,33,Native,forb,northern bugleweed,10,,
GW7,5,NF,240,34,na,na,bare ground,-,,
GW7,5,NF,240,35,na,na,bare ground,-,,
GW7,5,NF,240,36,na,na,bare ground,-,,
GW7,5,NF,240,37,Native,forb,northern bugleweed,10,,
GW7,5,NF,240,38,na,na,bare ground,-,,
GW7,5,NF,240,39,na,na,bare ground,-,,
GW7,5,NF,240,40,na,na,bare ground,-,,
GW7,5,NF,240,41,na,na,bare ground,-,,
GW7,5,NF,240,42,na,na,bare ground,-,,
GW7,5,NF,240,43,na,na,bare ground,-,,
GW7,5,NF,240,44,na,na,bare ground,-,,
GW7,5,NF,240,45,na,na,coarse woody debris,-,,
GW7,5,NF,240,46,na,na,coarse woody debris,-,,
GW7,5,NF,240,47,na,na,litter,-,,
GW7,5,NF,240,48,na,na,litter,-,,
GW7,5,NF,240,49,na,na,litter,-,,
GW7,5,NF,240,50,na,na,litter,-,,
GW7,5,NF,300,1,Native,Vine,yellow jessamine,15,,
GW7,5,NF,300,2,Native,Tree,willow oak,50,,
GW7,5,NF,300,3,Native,Tree/Shrub,ash,100,X,
GW7,5,NF,300,4,Native,Grass,river oats,40,,
GW7,5,NF,300,5,Native,Tree/Shrub,ash,90,,
GW7,5,NF,300,6,Native,Vine,blackberry,80,,
GW7,5,NF,300,7,Native,Vine,blackberry,50,,
GW7,5,NF,300,8,Native,forb,false nettle,80,,
GW7,5,NF,300,9,Native,Vine,blackberry,150,,
GW7,5,NF,300,10,Native,Vine,blackberry,60,,
GW7,5,NF,300,11,Native,Grass,river oats,50,,
GW7,5,NF,300,12,Invasive,Vine,japanese honeysuckle,40,,
GW7,5,NF,300,13,na,na,coarse woody debris,-,,
GW7,5,NF,300,14,Native,Grass,river oats,40,,
GW7,5,NF,300,15,Native,Grass,river oats,40,,
GW7,5,NF,300,16,Native,Grass,river oats,50,,
GW7,5,NF,300,17,Native,Grass,river oats,70,,
GW7,5,NF,300,18,Native,Vine,smilax,30,,
GW7,5,NF,300,19,na,na,bare ground,-,,
GW7,5,NF,300,20,na,na,litter,-,,
GW7,5,NF,300,21,na,na,coarse woody debris,-,,
GW7,5,NF,300,22,na,na,coarse woody debris,-,,
GW7,5,NF,300,23,na,na,coarse woody debris,-,,
GW7,5,NF,300,24,na,na,bare ground,-,,
GW7,5,NF,300,25,na,na,litter,-,,
GW7,5,NF,300,26,na,na,litter,-,,
GW7,5,NF,300,27,na,na,bare ground,-,,
GW7,5,NF,300,28,na,na,coarse woody debris,-,,
GW7,5,NF,300,29,na,na,coarse woody debris,-,,
GW7,5,NF,300,30,na,na,bare ground,-,,
GW7,5,NF,300,31,na,na,bare ground,-,,
GW7,5,NF,300,32,na,na,bare ground,-,,
GW7,5,NF,300,33,na,na,bare ground,-,,
GW7,5,NF,300,34,Native,forb,violet,10,,
GW7,5,NF,300,35,na,na,bare ground,-,,
GW7,5,NF,300,36,na,na,litter,-,,
GW7,5,NF,300,37,na,na,coarse woody debris,-,,
GW7,5,NF,300,38,na,na,bare ground,-,,
GW7,5,NF,300,39,na,na,coarse woody debris,-,,
GW7,5,NF,300,40,na,na,litter,-,,
GW7,5,NF,300,41,na,na,bare ground,-,,
GW7,5,NF,300,42,na,na,bare ground,-,,
GW7,5,NF,300,43,na,na,litter,-,,
GW7,5,NF,300,44,na,na,coarse woody debris,-,,
GW7,5,NF,300,45,na,na,litter,-,,
GW7,5,NF,300,46,na,na,litter,-,,
GW7,5,NF,300,47,na,na,litter,-,,
GW7,5,NF,300,48,na,na,litter,-,,
GW7,5,NF,300,49,na,na,litter,-,,
GW7,5,NF,300,50,na,na,coarse woody debris,-,,
GW7,5,NF,270,1,Native,Grass,white grass,10,,
GW7,5,NF,270,2,na,na,litter,-,,
GW7,5,NF,270,3,Native,Grass,sedge,10,,
GW7,5,NF,270,4,na,na,litter,-,,
GW7,5,NF,270,5,Native,Grass,river oats,20,,
GW7,5,NF,270,6,Native,forb,smartweed,20,,
GW7,5,NF,270,7,Native,Vine,smilax,20,,
GW7,5,NF,270,8,Native,Grass,river oats,100,,
GW7,5,NF,270,9,Native,forb,bushy aster,50,,
GW7,5,NF,270,9,Native,forb,late boneset,50,,
GW7,5,NF,270,10,Native,Grass,river oats,60,,
GW7,5,NF,270,11,Native,Vine,smilax,40,,
GW7,5,NF,270,12,Native,Grass,river oats,40,,
GW7,5,NF,270,13,Native,Vine,poison ivy,20,,
GW7,5,NF,270,14,na,na,litter,-,,
GW7,5,NF,270,15,na,na,bare ground,-,,
GW7,5,NF,270,16,na,na,litter,-,,
GW7,5,NF,270,17,na,na,coarse woody debris,-,,
GW7,5,NF,270,18,na,na,coarse woody debris,-,,
GW7,5,NF,270,19,na,na,bare ground,-,,
GW7,5,NF,270,20,na,na,bare ground,-,,
GW7,5,NF,270,21,na,na,litter,-,,
GW7,5,NF,270,22,na,na,litter,-,,
GW7,5,NF,270,23,na,na,litter,-,,
GW7,5,NF,270,24,na,na,coarse woody debris,-,,
GW7,5,NF,270,25,na,na,bare ground,-,,
GW7,5,NF,270,26,na,na,bare ground,-,,
GW7,5,NF,270,27,na,na,litter,-,,
GW7,5,NF,270,28,na,na,coarse woody debris,-,,
GW7,5,NF,270,29,na,na,litter,-,,
GW7,5,NF,270,30,na,na,litter,-,,
GW7,5,NF,270,31,Native,Vine,poison ivy,30,,
GW7,5,NF,270,32,na,na,litter,-,,
GW7,5,NF,270,33,na,na,bare ground,-,,
GW7,5,NF,270,34,na,na,litter,-,,
GW7,5,NF,270,35,na,na,coarse woody debris,-,,
GW7,5,NF,270,36,na,na,litter,-,,
GW7,5,NF,270,37,na,na,litter,-,,
GW7,5,NF,270,38,Native,forb,northern bugleweed,15,,
GW7,5,NF,270,39,Native,Vine,poison ivy,20,,
GW7,5,NF,270,40,Native,Vine,poison ivy,30,,
GW7,5,NF,270,41,na,na,litter,-,,
GW7,5,NF,270,42,na,na,bare ground,-,,
GW7,5,NF,270,43,na,na,bare ground,-,,
GW7,5,NF,270,44,na,na,litter,-,,
GW7,5,NF,270,45,na,na,bare ground,-,,
GW7,5,NF,270,46,na,na,litter,-,,
GW7,5,NF,270,47,na,na,litter,-,,
GW7,5,NF,270,48,na,na,litter,-,,
GW7,5,NF,270,49,na,na,bare ground,-,,
GW7,5,NF,270,50,na,na,litter,-,,
GW7,5,NF,210,1,Native,Grass,river oats,40,,
GW7,5,NF,210,2,na,na,litter,-,,
GW7,5,NF,210,3,na,na,litter,-,,
GW7,5,NF,210,4,Native,forb,american germander,40,,
GW7,5,NF,210,5,Native,forb,false nettle,80,,
GW7,5,NF,210,5,Native,Grass,sedge,40,,
GW7,5,NF,210,6,Native,Grass,white grass,30,,
GW7,5,NF,210,7,Native,Grass,river oats,40,,
GW7,5,NF,210,8,Native,Grass,river oats,60,,
GW7,5,NF,210,9,Native,Grass,river oats,55,,
GW7,5,NF,210,10,Native,Grass,river oats,60,,
GW7,5,NF,210,11,na,na,litter,-,,
GW7,5,NF,210,12,na,na,bare ground,-,,
GW7,5,NF,210,13,na,na,bare ground,-,,
GW7,5,NF,210,14,na,na,bare ground,-,,
GW7,5,NF,210,15,na,na,bare ground,-,,
GW7,5,NF,210,16,na,na,litter,-,,
GW7,5,NF,210,17,na,na,litter,-,,
GW7,5,NF,210,18,na,na,coarse woody debris,-,,
GW7,5,NF,210,19,na,na,coarse woody debris,-,,
GW7,5,NF,210,20,na,na,coarse woody debris,-,,
GW7,5,NF,210,21,na,na,coarse woody debris,-,,
GW7,5,NF,210,22,na,na,coarse woody debris,-,,
GW7,5,NF,210,23,na,na,litter,-,,
GW7,5,NF,210,24,na,na,litter,-,,
GW7,5,NF,210,25,na,na,coarse woody debris,-,,
GW7,5,NF,210,26,na,na,bare ground,-,,
GW7,5,NF,210,27,na,na,litter,-,,
GW7,5,NF,210,28,na,na,litter,-,,
GW7,5,NF,210,29,na,na,litter,-,,
GW7,5,NF,210,30,na,na,litter,-,,
GW7,5,NF,210,31,na,na,litter,-,,
GW7,5,NF,210,32,na,na,litter,-,,
GW7,5,NF,210,33,na,na,litter,-,,
GW7,5,NF,210,34,na,na,coarse woody debris,-,,
GW7,5,NF,210,35,Native,forb,northern bugleweed,10,,
GW7,5,NF,210,36,na,na,litter,-,,
GW7,5,NF,210,37,na,na,coarse woody debris,-,,
GW7,5,NF,210,38,na,na,coarse woody debris,-,,
GW7,5,NF,210,39,na,na,litter,-,,
GW7,5,NF,210,40,na,na,litter,-,,
GW7,5,NF,210,41,na,na,litter,-,,
GW7,5,NF,210,42,na,na,litter,-,,
GW7,5,NF,210,43,na,na,coarse woody debris,-,,
GW7,5,NF,210,44,na,na,litter,-,,
GW7,5,NF,210,45,na,na,litter,-,,
GW7,5,NF,210,46,na,na,coarse woody debris,-,,
GW7,5,NF,210,47,na,na,litter,-,,
GW7,5,NF,210,48,na,na,coarse woody debris,-,,
GW7,5,NF,210,49,na,na,litter,-,,
GW7,5,NF,210,50,na,na,litter,-,,
GW7,5,F,330,1,na,na,bare ground,-,,
GW7,5,F,330,2,Native,Vine,buckwheat vine,30,,
GW7,5,F,330,3,Invasive,Grass,dallis grass,40,,
GW7,5,F,330,4,Native,Grass,river oats,30,,
GW7,5,F,330,5,na,na,litter,-,,
GW7,5,F,330,6,na,na,litter,-,,
GW7,5,F,330,7,na,na,litter,-,,
GW7,5,F,330,8,Native,forb,carolina horse nettle,80,,
GW7,5,F,330,9,Native,Vine,blackberry,80,X,
GW7,5,F,330,10,Native,forb,virginia dayflower,70,,
GW7,5,F,330,11,Native,forb,white boneset,30,,
GW7,5,F,330,12,Native,forb,goldenrod,70,,
GW7,5,F,330,13,Native,Vine,climbing hempvine,80,,
GW7,5,F,330,14,Native,forb,carolina horse nettle,50,,
GW7,5,F,330,15,Native,Vine,climbing hempvine,40,,
GW7,5,F,330,16,Native,Vine,climbing hempvine,20,,
GW7,5,F,330,17,Native,Grass,sedge,70,,
GW7,5,F,330,18,na,na,litter,-,,
GW7,5,F,330,19,Native,forb,false nettle,90,,
GW7,5,F,330,20,Native,Grass,rush,80,,
GW7,5,F,330,21,Native,Vine,climbing hempvine,40,,
GW7,5,F,330,22,Native,Tree/Shrub,black willow,150,,
GW7,5,F,330,23,Native,forb,smartweed,30,,
GW7,5,F,330,24,na,na,bare ground,-,,
GW7,5,F,330,25,Native,Grass,sedge,60,,
GW7,5,F,330,26,Native,forb,smartweed,50,,
GW7,5,F,330,27,Native,forb,smartweed,50,,
GW7,5,F,330,28,Native,forb,smartweed,60,,
GW7,5,F,330,29,na,na,litter,-,,
GW7,5,F,330,30,Native,forb,virginia dayflower,60,,
GW7,5,F,330,31,na,na,litter,-,,
GW7,5,F,330,32,na,na,coarse woody debris,-,,
GW7,5,F,330,33,na,na,litter,-,,
GW7,5,F,330,34,Native,Vine,smilax,10,,
GW7,5,F,330,35,na,na,litter,-,,
GW7,5,F,330,36,na,na,litter,-,,
GW7,5,F,330,37,na,na,coarse woody debris,-,,
GW7,5,F,330,38,Native,Vine,poison ivy,5,,
GW7,5,F,330,39,na,na,litter,-,,
GW7,5,F,330,40,na,na,litter,-,,
GW7,5,F,330,41,na,na,litter,-,,
GW7,5,F,330,42,na,na,coarse woody debris,-,,
GW7,5,F,330,43,na,na,litter,-,,
GW7,5,F,330,44,na,na,litter,-,,
GW7,5,F,330,45,na,na,litter,-,,
GW7,5,F,330,46,na,na,litter,-,,
GW7,5,F,330,47,na,na,litter,-,,
GW7,5,F,330,48,na,na,litter,-,,
GW7,5,F,330,49,na,na,litter,-,,
GW7,5,F,330,50,na,na,litter,-,,
GW7,5,F,0,1,na,na,bare ground,-,,
GW7,5,F,0,2,na,na,bare ground,-,,
GW7,5,F,0,3,na,na,bare ground,-,,
GW7,5,F,0,4,Native,forb,lizard's tail,50,,
GW7,5,F,0,5,na,na,litter,-,,
GW7,5,F,0,6,na,na,coarse woody debris,-,,
GW7,5,F,0,7,Native,forb,false aster,70,,
GW7,5,F,0,8,Native,Vine,buckwheat vine,10,,
GW7,5,F,0,9,Native,forb,smartweed,70,,
GW7,5,F,0,10,Native,forb,bushy aster,50,,
GW7,5,F,0,11,na,na,litter,-,,
GW7,5,F,0,12,Native,Grass,rush,30,,
GW7,5,F,0,13,Native,Grass,sedge,20,,
GW7,5,F,0,14,Native,forb,false aster,60,,
GW7,5,F,0,15,Native,Tree,willow oak,60,,
GW7,5,F,0,15,Native,forb,smartweed,10,X,
GW7,5,F,0,16,Native,forb,american germander,30,,
GW7,5,F,0,17,Native,forb,american germander,50,,
GW7,5,F,0,18,Native,forb,american germander,50,,
GW7,5,F,0,19,Native,Grass,river oats,50,,
GW7,5,F,0,20,Native,Vine,blackberry,80,X,
GW7,5,F,0,21,Native,Grass,river oats,40,,
GW7,5,F,0,22,Native,Grass,river oats,60,,
GW7,5,F,0,23,Native,Vine,blackberry,70,X,
GW7,5,F,0,24,Native,Vine,poison ivy,10,,
GW7,5,F,0,25,na,na,litter,-,,
GW7,5,F,0,26,Native,forb,virginia dayflower,50,,
GW7,5,F,0,27,Native,Grass,river oats,70,,
GW7,5,F,0,28,Native,Tree,willow oak,120,,
GW7,5,F,0,28,Native,Vine,buckwheat vine,30,,
GW7,5,F,0,29,Native,Tree,willow oak,150,,
GW7,5,F,0,30,Native,Tree,willow oak,70,X,
GW7,5,F,0,31,na,na,litter,-,,
GW7,5,F,0,32,na,na,litter,-,,
GW7,5,F,0,33,Native,Vine,buckwheat vine,60,,
GW7,5,F,0,34,na,na,bare ground,-,,
GW7,5,F,0,35,na,na,litter,-,,
GW7,5,F,0,36,Native,Vine,buckwheat vine,40,,
GW7,5,F,0,37,na,na,bare ground,-,,
GW7,5,F,0,38,Native,Grass,river oats,30,,
GW7,5,F,0,39,na,na,coarse woody debris,-,,
GW7,5,F,0,40,na,na,bare ground,-,,
GW7,5,F,0,41,na,na,litter,-,,
GW7,5,F,0,42,na,na,litter,-,,
GW7,5,F,0,43,na,na,litter,-,,
GW7,5,F,0,44,na,na,coarse woody debris,-,,
GW7,5,F,0,45,na,na,bare ground,-,,
GW7,5,F,0,46,na,na,bare ground,-,,
GW7,5,F,0,47,na,na,bare ground,-,,
GW7,5,F,0,48,Native,Vine,buckwheat vine,20,,
GW7,5,F,0,49,na,na,bare ground,-,,
GW7,5,F,0,50,na,na,bare ground,-,,
GW7,5,F,300,1,na,na,bare ground,-,,
GW7,5,F,300,2,Native,forb,yellow woodsorrel,5,,
GW7,5,F,300,3,Native,forb,yellow woodsorrel,7,,
GW7,5,F,300,4,Native,forb,st. john's wort,4,,
GW7,5,F,300,5,na,na,bare ground,-,,
GW7,5,F,300,6,na,na,bare ground,-,,
GW7,5,F,300,7,Native,Grass,sedge,20,,
GW7,5,F,300,8,na,na,bare ground,-,,
GW7,5,F,300,9,Native,Grass,sedge,30,,
GW7,5,F,300,10,Native,forb,wooly croton,40,,
GW7,5,F,300,11,Native,forb,wooly croton,80,,
GW7,5,F,300,12,Native,Vine,blackberry,40,,
GW7,5,F,300,13,Native,Grass,sedge,20,,
GW7,5,F,300,14,Native,Vine,blackberry,60,,
GW7,5,F,300,15,Native,Vine,blackberry,15,,
GW7,5,F,300,16,Native,Vine,summer grape,20,,
GW7,5,F,300,17,Native,Vine,smilax,20,,
GW7,5,F,300,18,Native,Grass,river oats,60,,
GW7,5,F,300,18,Native,Vine,smilax,40,,
GW7,5,F,300,19,Native,Grass,river oats,40,,
GW7,5,F,300,20,Native,Grass,river oats,60,,
GW7,5,F,300,21,Native,Vine,blackberry,60,,
GW7,5,F,300,22,Native,Grass,river oats,50,,
GW7,5,F,300,22,Native,Vine,smilax,70,,
GW7,5,F,300,23,Native,Vine,smilax,10,,
GW7,5,F,300,24,na,na,bare ground,-,,
GW7,5,F,300,25,na,na,bare ground,-,,
GW7,5,F,300,26,Native,Tree,water oak,140,,
GW7,5,F,300,27,na,na,bare ground,-,,
GW7,5,F,300,28,na,na,bare ground,-,,
GW7,5,F,300,29,na,na,bare ground,-,,
GW7,5,F,300,30,na,na,bare ground,-,,
GW7,5,F,300,31,na,na,bare ground,-,,
GW7,5,F,300,32,na,na,bare ground,-,,
GW7,5,F,300,33,na,na,coarse woody debris,-,,
GW7,5,F,300,34,na,na,litter,-,,
GW7,5,F,300,35,Native,Grass,sedge,2,,
GW7,5,F,300,36,na,na,bare ground,-,,
GW7,5,F,300,37,na,na,bare ground,-,,
GW7,5,F,300,38,Native,Tree/Shrub,american elm,150,,
GW7,5,F,300,39,Native,Tree/Shrub,american elm,150,,
GW7,5,F,300,40,Native,Tree/Shrub,american elm,130,,
GW7,5,F,300,41,na,na,litter,-,,
GW7,5,F,300,42,na,na,litter,-,,
GW7,5,F,300,43,na,na,litter,-,,
GW7,5,F,300,44,na,na,litter,-,,
GW7,5,F,300,45,na,na,litter,-,,
GW7,5,F,300,46,na,na,litter,-,,
GW7,5,F,300,47,na,na,litter,-,,
GW7,5,F,300,48,na,na,litter,-,,
GW7,5,F,300,49,na,na,litter,-,,
GW7,5,F,300,50,na,na,litter,-,,
GW7,5,F,270,1,Invasive,Grass,dallis grass,20,,
GW7,5,F,270,2,Native,forb,false aster,60,,
GW7,5,F,270,3,na,na,litter,-,,
GW7,5,F,270,4,na,na,coarse woody debris,-,,
GW7,5,F,270,5,Native,Grass,rush,20,,
GW7,5,F,270,6,na,na,litter,-,,
GW7,5,F,270,7,Native,forb,bushy aster,40,X,
GW7,5,F,270,8,Native,forb,bushy aster,35,X,
GW7,5,F,270,9,Native,forb,spanish needles,40,,
GW7,5,F,270,10,Native,forb,american germander,50,,
GW7,5,F,270,11,Native,forb,american germander,30,,
GW7,5,F,270,12,Native,forb,northern bugleweed,50,,
GW7,5,F,270,12,Native,forb,bushy aster,60,,
GW7,5,F,270,13,Native,Vine,blackberry,60,X,
GW7,5,F,270,14,Native,Vine,blackberry,80,,
GW7,5,F,270,15,Native,Vine,blackberry,70,,
GW7,5,F,270,16,Native,Vine,blackberry,110,X,
GW7,5,F,270,17,na,na,coarse woody debris,-,,
GW7,5,F,270,18,Native,forb,carolina horse nettle,30,,
GW7,5,F,270,19,Native,Grass,river oats,110,,
GW7,5,F,270,20,Native,Grass,river oats,40,,
GW7,5,F,270,21,na,na,litter,-,,
GW7,5,F,270,22,Native,forb,smartweed,20,,
GW7,5,F,270,23,na,na,bare ground,-,,
GW7,5,F,270,24,Native,Grass,river oats,30,,
GW7,5,F,270,25,na,na,bare ground,-,,
GW7,5,F,270,26,na,na,bare ground,-,,
GW7,5,F,270,27,na,na,bare ground,-,,
GW7,5,F,270,28,na,na,bare ground,-,,
GW7,5,F,270,29,Native,Grass,river oats,40,,
GW7,5,F,270,30,Native,forb,northern bugleweed,5,,
GW7,5,F,270,31,na,na,coarse woody debris,-,,
GW7,5,F,270,32,na,na,bare ground,-,,
GW7,5,F,270,33,na,na,bare ground,-,,
GW7,5,F,270,34,na,na,litter,-,,
GW7,5,F,270,35,na,na,litter,-,,
GW7,5,F,270,36,na,na,litter,-,,
GW7,5,F,270,37,na,na,litter,-,,
GW7,5,F,270,38,na,na,litter,-,,
GW7,5,F,270,39,na,na,litter,-,,
GW7,5,F,270,40,na,na,litter,-,,
GW7,5,F,270,41,na,na,litter,-,,
GW7,5,F,270,42,na,na,litter,-,,
GW7,5,F,270,43,na,na,litter,-,,
GW7,5,F,270,44,na,na,litter,-,,
GW7,5,F,270,45,na,na,litter,-,,
GW7,5,F,270,46,na,na,litter,-,,
GW7,5,F,270,47,na,na,litter,-,,
GW7,5,F,270,48,na,na,litter,-,,
GW7,5,F,270,49,na,na,litter,-,,
GW7,5,F,270,50,na,na,bare ground,-,,
GW8,5,NF,120,1,Native,Vine,smilax,20,,
GW8,5,NF,120,2,Native,Grass,white grass,10,,
GW8,5,NF,120,3,Native,Grass,white grass,20,,
GW8,5,NF,120,4,Native,Grass,white grass,30,,
GW8,5,NF,120,5,na,na,litter,-,,
GW8,5,NF,120,6,na,na,litter,-,,
GW8,5,NF,120,7,na,na,litter,-,,
GW8,5,NF,120,8,na,na,litter,-,,
GW8,5,NF,120,9,na,na,litter,-,,
GW8,5,NF,120,10,Native,Vine,alabama supplejack ,30,X,
GW8,5,NF,120,11,na,na,litter,-,,
GW8,5,NF,120,12,na,na,litter,-,,
GW8,5,NF,120,13,na,na,litter,-,,
GW8,5,NF,120,14,na,na,coarse woody debris,-,,
GW8,5,NF,120,15,na,na,litter,-,,
GW8,5,NF,120,16,na,na,litter,-,,
GW8,5,NF,120,17,na,na,litter,-,,
GW8,5,NF,120,18,na,na,litter,-,,
GW8,5,NF,120,19,na,na,litter,-,,
GW8,5,NF,120,20,na,na,bare ground,-,,
GW8,5,NF,120,21,na,na,coarse woody debris,-,,
GW8,5,NF,120,22,na,na,coarse woody debris,-,,
GW8,5,NF,120,23,na,na,bare ground,-,,
GW8,5,NF,120,24,na,na,litter,-,,
GW8,5,NF,120,25,na,na,litter,-,,
GW8,5,NF,120,26,Native,Grass,white grass,15,,
GW8,5,NF,120,27,na,na,coarse woody debris,-,,
GW8,5,NF,120,28,na,na,litter,-,,
GW8,5,NF,120,29,na,na,coarse woody debris,-,,
GW8,5,NF,120,30,na,na,coarse woody debris,-,,
GW8,5,NF,120,31,na,na,coarse woody debris,-,,
GW8,5,NF,120,32,na,na,coarse woody debris,-,,
GW8,5,NF,120,33,na,na,coarse woody debris,-,,
GW8,5,NF,120,34,na,na,bare ground,-,,
GW8,5,NF,120,35,Native,Grass,white grass,15,,
GW8,5,NF,120,36,na,na,litter,-,,
GW8,5,NF,120,37,na,na,bare ground,-,,
GW8,5,NF,120,38,na,na,bare ground,-,,
GW8,5,NF,120,39,na,na,bare ground,-,,
GW8,5,NF,120,40,na,na,bare ground,-,,
GW8,5,NF,120,41,na,na,bare ground,-,,
GW8,5,NF,120,42,na,na,bare ground,-,,
GW8,5,NF,120,43,na,na,coarse woody debris,-,,
